Channel Title,Channel Username,ID,Message,Date,Media Path
NEVA COMPUTER®,@nevacomputer,8709,"🔤🔤🔤🅰️
🔤🔤🔤🔤🔤🔤🔤🔤

#9th generation workstation laptop ✔️
#USA STANDARD 
🅑︎🅡︎🅐︎🅝︎🅓︎ : LENOVO thinkpad p50
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” 4k screen 
✨🅒︎🅟︎🅤︎: CORE I7 9th gen❤️  12 cpu
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: 4GB NIVIDIA QUADRO T2000
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎: openbox
Price  
📩@rasneva ለአጭር መልእክት
🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     🔠🔠🔠🅰️ 🔠🔠🔠🔠🔠🔠🔠🔠",2024-12-07 06:33:16+00:00,photos\@nevacomputer_8709.jpg
NEVA COMPUTER®,@nevacomputer,8708,[No Text],2024-12-07 06:33:16+00:00,photos\@nevacomputer_8708.jpg
NEVA COMPUTER®,@nevacomputer,8707,[No Text],2024-12-07 06:33:16+00:00,photos\@nevacomputer_8707.jpg
NEVA COMPUTER®,@nevacomputer,8706,[No Text],2024-12-07 06:31:12+00:00,photos\@nevacomputer_8706.jpg
NEVA COMPUTER®,@nevacomputer,8705,[No Text],2024-12-07 06:31:12+00:00,photos\@nevacomputer_8705.jpg
NEVA COMPUTER®,@nevacomputer,8704,"#HP PAVILION
🅑︎🅡︎🅐︎🅝︎🅓︎ : HP PAVILION X360 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 14” FHD TOUCH SCREEN CONVERTIBLE 
✨🅒︎🅟︎🅤︎: CORE I5 11th GEN 💪🏽
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: INTEL IRIS XE GRAPHICS 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  brand new 
📩@rasneva ለአጭር መልእክት

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ",2024-12-07 06:31:12+00:00,photos\@nevacomputer_8704.jpg
NEVA COMPUTER®,@nevacomputer,8703,[No Text],2024-12-07 06:31:11+00:00,photos\@nevacomputer_8703.jpg
NEVA COMPUTER®,@nevacomputer,8702,"🔥2022 BRAND NEW🔥🔥🔥
🅑︎🅡︎🅐︎🅝︎🅓︎ : LENOVO LOQ
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 2K RESOLUTION 
✨🅒︎🅟︎🅤︎:RYZEN 7 7000 serious 
✨🅡︎🅐︎🅜︎:16GB 𝗗𝗗𝗥4 
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 SSD
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: RTX 4050 4GB DEDICATED 
✨🅞︎🅢︎:𝘄𝗶𝗻𝗱𝗼𝘄𝘀 11 pro 22H2 
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 6HR
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎: BRAND NEW 
CONTACT @rasneva
🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ",2024-12-07 06:28:23+00:00,photos\@nevacomputer_8702.jpg
NEVA COMPUTER®,@nevacomputer,8701,[No Text],2024-12-07 06:28:23+00:00,photos\@nevacomputer_8701.jpg
NEVA COMPUTER®,@nevacomputer,8700,[No Text],2024-12-07 06:28:23+00:00,photos\@nevacomputer_8700.jpg
NEVA COMPUTER®,@nevacomputer,8699,[No Text],2024-12-07 06:28:23+00:00,photos\@nevacomputer_8699.jpg
NEVA COMPUTER®,@nevacomputer,8698,[No Text],2024-12-07 06:28:23+00:00,photos\@nevacomputer_8698.jpg
NEVA COMPUTER®,@nevacomputer,8697,It’s arrived the new and latest RAZER BLADE 18 stay tuned,2024-10-19 13:31:43+00:00,photos\@nevacomputer_8697.jpg
NEVA COMPUTER®,@nevacomputer,8696,[No Text],2024-10-08 19:07:52+00:00,photos\@nevacomputer_8696.jpg
NEVA COMPUTER®,@nevacomputer,8695,"DONT MISS IT ⚠️⚠️⚠️

🅑︎🅡︎🅐︎🅝︎🅓︎ : ASUS ROGSTRIX 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 17” FULL HD 144HZ 
✨🅒︎🅟︎🅤︎: CORE I7 9th generation 
✨🅡︎🅐︎🅜︎:32GB DDR4😱
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 2TB HDD AND 1TB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: NIVIDIA RTX 2060 6GB 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box
Price  115000 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2024-10-08 19:07:52+00:00,photos\@nevacomputer_8695.jpg
NEVA COMPUTER®,@nevacomputer,8694,[No Text],2024-10-08 19:07:52+00:00,photos\@nevacomputer_8694.jpg
NEVA COMPUTER®,@nevacomputer,8693,[No Text],2024-10-08 19:07:52+00:00,photos\@nevacomputer_8693.jpg
NEVA COMPUTER®,@nevacomputer,8692,[No Text],2024-10-08 19:07:52+00:00,photos\@nevacomputer_8692.jpg
NEVA COMPUTER®,@nevacomputer,8691,[No Text],2024-09-25 07:15:55+00:00,photos\@nevacomputer_8691.jpg
NEVA COMPUTER®,@nevacomputer,8690,"🅑︎🅡︎🅐︎🅝︎🅓︎ : DELL G15 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” FULL HD 165HZ 
✨🅒︎🅟︎🅤︎: CORE I7 11th generation 
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: NIVIDIA RTX 3060 6GB 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box
Price  129500 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2024-09-25 07:15:55+00:00,photos\@nevacomputer_8690.jpg
NEVA COMPUTER®,@nevacomputer,8689,[No Text],2024-09-25 07:00:47+00:00,photos\@nevacomputer_8689.jpg
NEVA COMPUTER®,@nevacomputer,8688,"🅑︎🅡︎🅐︎🅝︎🅓︎ : ASUS ZEYPHRUS M16 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” 2K 165HZ 
✨🅒︎🅟︎🅤︎: CORE I7 11th generation 
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: NIVIDIA RTX 3060 6GB 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  open box
Price  129500 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2024-09-25 07:00:47+00:00,photos\@nevacomputer_8688.jpg
NEVA COMPUTER®,@nevacomputer,8687,[No Text],2024-09-25 06:31:10+00:00,photos\@nevacomputer_8687.jpg
NEVA COMPUTER®,@nevacomputer,8686,[No Text],2024-09-25 06:31:10+00:00,photos\@nevacomputer_8686.jpg
NEVA COMPUTER®,@nevacomputer,8685,[No Text],2024-09-25 06:31:10+00:00,photos\@nevacomputer_8685.jpg
NEVA COMPUTER®,@nevacomputer,8684,[No Text],2024-09-25 06:31:10+00:00,photos\@nevacomputer_8684.jpg
NEVA COMPUTER®,@nevacomputer,8683,[No Text],2024-09-25 06:31:10+00:00,photos\@nevacomputer_8683.jpg
NEVA COMPUTER®,@nevacomputer,8682,"FROM NEVA COMPUTER ⭐️

HIGH PERFORMANCE GAMING LAPTOP
🔽🔽🔽
Features 
 ✨Processor: 13th Gen Intel Core i5-13450HX Processor 2.4 GHz (20M Cache, up to 4.6 GHz, 10 cores: 6 P-cores and 4 E-cores);Memory: 16GB (8GB SO-DIMM *2) DDR5 4800 MHz Support Up to 32GB 2x SO-DIMM slots | Storage: 1TB PCIe 4.0 NVMe M.2 SSD
 ✨Play over 100 high-quality PC games, plus new and upcoming blockbusters on day one like Halo Infinite, Forza Horizon 5, and Age of Empires and one month of Game Pass-including EA Play.;With new games added all the time, there s always something new to play. Age of Empires IV, Back 4 Blood, Battlefield V, Forza Horizon 5, Halo Infinite*, Knockout City, Microsoft Flight Simulator, Minecraft PC Bundle, Need for Speed Heat, Psychonauts2, The Sims 4, Titanfall 2, 12 Minutes
 ✨Graphics: NVIDIA GeForce RTX 4050 Laptop GPU with MUX Switch + NVIDIA Advanced Optimus 6GB GDDR6 VRAM ROG Boost: 2420MHz* at 140W (2370MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost);Display: 16-inch FHD+ 16:10 (1920 x 1200, WUXGA), 165Hz IPS-level Anti-glare display, 7ms, 250nits 1000:1; Keyboard: Backlit Chiclet Keyboard 4-Zone RGB;Design: 2.26 ~ 3.04 cm | 2.50 Kg weight | 90WHrs, 4S1P, 4-cell Li-ion

📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ : - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     ""🅝︎🅔︎🅥︎🅐︎   🅒︎🅞︎🅜︎🅟︎🅤︎🅣︎🅔︎🅡︎",2024-09-25 06:31:10+00:00,photos\@nevacomputer_8682.jpg
NEVA COMPUTER®,@nevacomputer,8680,"FROM NEVA COMPUTER
#GAMINGLAPTOP
FROM #USA👇🏾
PACKED

#MSI  katana 15  (GeForce RTX™ 4060, GDDR6 8GB)

• Windows 11 Home (MSI recommends Windows 11 Pro for business.)
 • NVIDIA® GeForce RTX™ 4060 Laptop GPU 8GB GDDR6
 • 15.6″ FHD (1920*1080), 144Hz 45%NTSC IPS-Level
 • Intel® Core™ i7-13650H
 • 512GB NVMe PCIe SSD Gen4x4
 • DDR5 8GB*2 (4800MHz)
 • Blue Backlit Gaming Keyboard
 • 3 cell, 53.5Whr


📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ : - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

     ""🅝︎🅔︎🅥︎🅐︎   🅒︎🅞︎🅜︎🅟︎🅤︎🅣︎🅔︎🅡︎",2024-09-10 04:17:42+00:00,photos\@nevacomputer_8680.jpg
NEVA COMPUTER®,@nevacomputer,8679,[No Text],2024-09-10 04:17:42+00:00,photos\@nevacomputer_8679.jpg
NEVA COMPUTER®,@nevacomputer,8678,[No Text],2024-09-10 04:17:42+00:00,photos\@nevacomputer_8678.jpg
NEVA COMPUTER®,@nevacomputer,8677,[No Text],2024-09-10 04:17:42+00:00,photos\@nevacomputer_8677.jpg
NEVA COMPUTER®,@nevacomputer,8676,[No Text],2024-09-10 04:17:42+00:00,photos\@nevacomputer_8676.jpg
NEVA COMPUTER®,@nevacomputer,8675,[No Text],2024-09-10 04:17:41+00:00,photos\@nevacomputer_8675.jpg
NEVA COMPUTER®,@nevacomputer,8674,[No Text],2024-09-10 04:14:02+00:00,photos\@nevacomputer_8674.jpg
NEVA COMPUTER®,@nevacomputer,8673,[No Text],2024-09-10 04:14:02+00:00,photos\@nevacomputer_8673.jpg
NEVA COMPUTER®,@nevacomputer,8672,[No Text],2024-09-10 04:14:02+00:00,photos\@nevacomputer_8672.jpg
NEVA COMPUTER®,@nevacomputer,8671,"🅑︎🅡︎🅐︎🅝︎🅓︎ : HP ZBOOK
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” FULL HD
✨🅒︎🅟︎🅤︎: CORE I7 10th gen 
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎:4GB NIVIDIA QUADRO 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  brand new 
Price 68500 birr
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2024-09-10 04:14:02+00:00,photos\@nevacomputer_8671.jpg
NEVA COMPUTER®,@nevacomputer,8670,[No Text],2024-09-10 04:11:06+00:00,photos\@nevacomputer_8670.jpg
NEVA COMPUTER®,@nevacomputer,8669,[No Text],2024-09-10 04:11:06+00:00,photos\@nevacomputer_8669.jpg
NEVA COMPUTER®,@nevacomputer,8668,[No Text],2024-09-10 04:11:06+00:00,photos\@nevacomputer_8668.jpg
NEVA COMPUTER®,@nevacomputer,8667,"🅑︎🅡︎🅐︎🅝︎🅓︎ : LENOVO LEGION 
✨🅓︎🅘︎🅢︎🅟︎🅛︎🅐︎🅨︎: 15.6” 2K 165HZ 
✨🅒︎🅟︎🅤︎: RUZEN 7 5000 SERIOUS (8 CORE AND 16CPU)
✨🅡︎🅐︎🅜︎:16Gb 𝗗𝗗𝗥4
✨🅢︎🅣︎🅞︎🅡︎🅐︎🅖︎: 512 GB SSD 
✨🅖︎🅡︎🅐︎🅟︎🅗︎🅘︎🅒︎🅢︎: NIVIDIA RTX 3060 6GB 
✨🅞︎🅢︎:window 10 pro
✨🅑︎🅐︎🅣︎🅣︎🅔︎🅡︎🅨︎: 5HR 
✨🅢︎🅣︎🅐︎🅣︎🅤︎🅢︎:  packed brand new 
Price sold out❌❌
📩@rasneva ለአጭር መልእክት
 ይደዉሉ ☎️
+251912759900
+251920153333

🏢 አድራሻ: - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር ብቅ ይበሉ
 👉ነቫ ኮምፒውተር👈 መሆኑን ያረጋግጡ

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer",2024-09-10 04:11:06+00:00,photos\@nevacomputer_8667.jpg
NEVA COMPUTER®,@nevacomputer,8666,"""Explore the best and most diverse range of laptops available in Addis Ababa, Ethiopia. Whether you're looking for high-performance laptops for gaming, sleek and lightweight ultrabooks for on-the-go professionals, or affordable models for students, we've got it all. Our collection features the latest brands, including Dell, HP, Lenovo, Acer, and Apple, ensuring that you find the perfect laptop to meet your needs. Visit us today in Addis Ababa for unbeatable prices, exceptional quality, and expert customer service.""

HAPPY NEW YEAR 🌻🌻🌻🌻🌻",2024-09-08 17:17:26+00:00,photos\@nevacomputer_8666.jpg
NEVA COMPUTER®,@nevacomputer,8665,"""The Saturday Sale Will Make Your Weekend Even Better""


1. HP OMEN 16
CORE I9 13TH GEN
1TB SSD AND 16GB RAM 
INCH 16”
GRAPHICS NIVIDIA RTX 4060 8GB 
PRICE 162000 BIRR። sold out ❌❌❌

2. . HP OMEN 15
CORE I9 12TH GEN
512GB SSD AND 16GB RAM 
INCH 15.6”
GRAPHICS NIVIDIA RTX 3060 6GB 
PRICE:  SOLD OUT ❌❌

3. . HP VICTUS
RYZEN 7 6000 SERIOUS 
512GB SSD AND 16GB RAM 
INCH 15.6”
GRAPHICS NIVIDIA RTX 3050 6GB 
PRICE 105000BIRR  sold out ❌❌❌

4. . DELL G3
CORE I7 10th GEN
512GB SSD AND 16GB RAM 
INCH 15.6”
GRAPHICS NIVIDIA RTX 2060 GB 
PRICE 98000 BIRR sold out ❌❌❌❌

5. DELL G15
CORE I7 11th generation 
512GB SSD AND 16GB RAM 
INCH 15.6”
GRAPHICS NIVIDIA RTX 30606GB 
PRICE 120000BIRR


        Neva computer

ሁሉም ላፕቶፖች እኛ ጋር አሉ

አድራሻ : - መገናኛ ማራቶን የ ገበያ ማእከል በ ዋናው መግቢያ መሬት ላይ
ወይንም ግራውንድ ፍሎር  ATM machines ባለበት መግቢያ ብቅ ይበሉ ነቫ ኮምፒውተር( Neva computer) መሆኑን ያረጋግጡ!!

ይምጡ ይጎብኙን ይሸምቱ!

ነቫ ኮምፒውተር

ቀድመው ይደውሉ👇👇

+251912759900
+251920153333

NEVA COMPUTER

🖥 🖥   🖥 🖥 🖥 🖥 🖥 🖥 🖥
NEVA   C  O  M  P  U  T  E  R  ®

ቴሌግራም ቻናላችንን ይቀላቀሉ

https://t.me/nevacomputer

ድህረ ገጻችንን ይጎብኙ
www.nevacomputer.com",2024-08-31 04:37:01+00:00,photos\@nevacomputer_8665.jpg
